ensemble,n,spearman,pearson,rmse,mae,r2,ndcg_at_20,prediction_variance
spearman_weighted,3387,0.6331055728346627,0.6731094121932983,2.139206647872925,1.5923815965652466,0.45203687246338875,0.8638414195681892,3.870213747024536
equal_weight,3387,0.6329281899049647,0.672934889793396,2.1396045684814453,1.5924519300460815,0.45183291404976966,0.8638414195681892,3.872467517852783
