model_a,model_b,prediction_pearson_corr,prediction_spearman_corr,residual_pearson_corr,mean_abs_prediction_gap
CrossAttention,ResidualMLP,0.8842630982398987,0.8364522940417639,0.8919607996940613,0.8364224433898926
CrossAttention,LightGBM,0.8212006092071533,0.7991410622895673,0.85274338722229,0.9171227812767029
ResidualMLP,LightGBM,0.8385159373283386,0.7905775043371734,0.8565181493759155,0.8973513245582581
