canonical_drug_id,drug_name,canonical_smiles,target_genes,classification,has_lincs_signature,lincs_signature_source_direct,lincs_signature_source_recovered,local_lincs_name_match_available,local_lincs_smiles_match_available,suggested_action
1079,Dasatinib,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,ABL;ABL1;ABL2;BCR;BTK;CSK;EPHA2;EPHA5;EPHB4;EPHRINS;FGR;FRK;FYN;HSPA8;KIT;LCK;LYN;MAP3K20;MAPK14;NR4A3;PDGFR;PDGFRB;PPAT;SRC;STAT5B;YES1,indication_expansion,True,True,False,True,False,keep_existing_lincs
1080,Paclitaxel,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,BCL2;NR1I2;TUBB1,indication_expansion,True,True,False,True,False,keep_existing_lincs
1083,Crizotinib,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,ALK;MET;MST1R;ROS1,indication_expansion,True,True,False,True,True,keep_existing_lincs
1084,Rapamycin,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,MTOR,indication_expansion,True,False,True,False,True,keep_existing_lincs
1085,Sorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRAF;EGFR;FGFR1;FLT1;FLT3;FLT4;KDR;KIT;PDGFR;PDGFRB;RAF;RAF1;RET,approved,True,True,False,True,True,keep_existing_lincs
1086,BI-2536,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,PLK1;PLK2;PLK3,screened_candidate,True,True,False,True,True,keep_existing_lincs
1088,Irinotecan,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,TOP1;TOP1MT,indication_expansion,True,True,False,True,True,keep_existing_lincs
1089,Oxaliplatin,O=C1O[Pt]2(<-N[C@@H]3CCCC[C@H]3N->2)OC1=O,,indication_expansion,False,False,False,False,False,needs_external_lincs_or_analog_imputation
1091,BMS-536924,Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,IGF1R;IR,screened_candidate,True,True,False,True,False,keep_existing_lincs
1093,GSK1904529A,CCc1cc(Nc2nccc(-c3c(-c4ccc(OC)c(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1,IGF1R;IR,screened_candidate,True,True,False,True,True,keep_existing_lincs
1096,Tozasertib,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,AURKA;AURKB;AURKC;LCK;OTHERS,screened_candidate,True,True,False,True,True,keep_existing_lincs
1129,PF-4708671,CCc1cncnc1N1CCN(Cc2nc3ccc(C(F)(F)F)cc3[nH]2)CC1,S6K1,screened_candidate,False,False,False,False,False,needs_external_lincs_or_analog_imputation
1131,PRIMA-1MET,COCC1(CO)C(=O)C2CCN1CC2,,screened_candidate,True,True,False,True,False,keep_existing_lincs
1133,Serdemetan,c1ccc2c(CCNc3ccc(Nc4ccncc4)cc3)c[nH]c2c1,MDM2,screened_candidate,True,True,False,True,False,keep_existing_lincs
1149,TW 37,CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O,BCL-XL;BCL2;MCL1,screened_candidate,True,True,False,True,True,keep_existing_lincs
1168,Erlotinib,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,EGFR;NR1I2,indication_expansion,True,True,False,True,True,keep_existing_lincs
1170,CCT-018159,CCc1cc(-c2[nH]nc(C)c2-c2ccc3c(c2)OCCO3)c(O)cc1O,HSP90;HSP90AA1;HSP90AB1,screened_candidate,True,True,False,True,False,keep_existing_lincs
1175,Rucaparib,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,PARP1;PARP2;PARP3,screened_candidate,True,True,False,True,True,keep_existing_lincs
1177,Niraparib,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,PARP1;PARP2,screened_candidate,False,False,False,False,False,needs_external_lincs_or_analog_imputation
1179,MK-1775,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,PLK1;WEE1,indication_expansion,True,True,False,True,True,keep_existing_lincs
1180,Dinaciclib,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,CDK1;CDK2;CDK5;CDK9,screened_candidate,False,False,False,False,False,needs_external_lincs_or_analog_imputation
1190,Gemcitabine,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,CMPK1;RRM1;RRM2;TYMS,indication_expansion,True,True,False,True,True,keep_existing_lincs
1191,Bortezomib,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,PROTEASOME;PRSS1;PSMB1;PSMB5,indication_expansion,True,True,False,True,True,keep_existing_lincs
1192,GSK269962A,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,ROCK1;ROCK2,screened_candidate,False,False,False,False,False,needs_external_lincs_or_analog_imputation
1194,SB505124,Cc1cccc(-c2[nH]c(C(C)(C)C)nc2-c2ccc3c(c2)OCO3)n1,ACVR1B;ACVR1C;TGFBR1,screened_candidate,False,False,False,False,False,needs_external_lincs_or_analog_imputation
1199,Tamoxifen,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,AR;EBP;ESR1;ESR2;ESRRG;KCNH2;MAPK8;NR1I2;PRKCA;SHBG,indication_expansion,True,True,False,True,True,keep_existing_lincs
1200,Fulvestrant,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,ESR;ESR1,screened_candidate,True,False,True,True,False,keep_existing_lincs
1237,EPZ004777,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)CC1OC(n2ccc3c(N)ncnc32)C(O)C1O,DOT1L,screened_candidate,False,False,False,False,False,needs_external_lincs_or_analog_imputation
1239,YK-4-279,COc1ccc(C(=O)CC2(O)C(=O)Nc3c(Cl)ccc(Cl)c32)cc1,,screened_candidate,True,True,False,True,True,keep_existing_lincs
1243,Piperlongumine,COc1cc(C=CC(=O)N2CCC=CC2=O)cc(OC)c1OC,,screened_candidate,True,True,False,True,False,keep_existing_lincs
1248,Daporinad,O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,NAMPT,screened_candidate,True,False,True,False,True,keep_existing_lincs
1249,BMS-345541,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1,IKK-1;IKK-2,screened_candidate,True,True,False,True,True,keep_existing_lincs
1250,AZ960,Cc1cc(Nc2nc(NC(C)c3ccc(F)cc3)c(C#N)cc2F)n[nH]1,JAK2;JAK3,screened_candidate,False,False,False,False,False,needs_external_lincs_or_analog_imputation
1259,Talazoparib,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,PARP1;PARP2,screened_candidate,False,False,False,False,False,needs_external_lincs_or_analog_imputation
1268,XAV939,O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,TNKS1;TNKS2,screened_candidate,True,True,False,True,False,keep_existing_lincs
1372,Trametinib,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,MAP2K1;MAP2K2,approved,True,True,False,True,True,keep_existing_lincs
1373,Dabrafenib,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,BRAF;LIMK1;NEK11;RAF1;SIK1,approved,False,False,False,True,True,recover_by_lincs_smiles_bridge
1375,Temozolomide,Cn1nnc2c(C(N)=O)ncn2c1=O,,indication_expansion,True,True,False,True,True,keep_existing_lincs
1378,Bleomycin (50 uM),Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1c[nH]cn1,,screened_candidate,False,False,False,False,False,needs_external_lincs_or_analog_imputation
1401,AZD5438,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,CDK2,screened_candidate,True,True,False,True,True,keep_existing_lincs
1441,AZD2014,CNC(=O)c1cccc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)c1,MTOR,screened_candidate,False,False,False,False,False,needs_external_lincs_or_analog_imputation
1449,AZD1208,NC1CCCN(c2c(/C=C3/SC(=O)NC3=O)cccc2-c2ccccc2)C1,PIM1;PIM2;PIM3,screened_candidate,False,False,False,False,False,needs_external_lincs_or_analog_imputation
1463,AZD1332,CC(C)Oc1cc(Nc2nc(NC(C)c3ccc(F)cn3)ncc2Cl)[nH]n1,NTRK1;NTRK2;NTRK3,screened_candidate,False,False,False,False,False,needs_external_lincs_or_analog_imputation
1494,SN-38,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,TOP1,screened_candidate,True,True,False,True,False,keep_existing_lincs
1502,Bicalutamide,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,AR,screened_candidate,True,True,False,True,True,keep_existing_lincs
1507,Ruxolitinib,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,JAK1;JAK2;JAK3;PLAUR;TYK2,screened_candidate,True,True,False,True,True,keep_existing_lincs
1510,Linsitinib,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,IGF1R;INSR,screened_candidate,True,True,False,True,False,keep_existing_lincs
1511,Epirubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,ANTHRACYCLINE;TOP2A;TOP2B,indication_expansion,True,True,False,True,True,keep_existing_lincs
1512,Cyclophosphamide,O.O=P1(N(CCCl)CCCl)NCCCO1,NR1I2,indication_expansion,True,True,False,True,False,keep_existing_lincs
1529,Pevonedistat,NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,NAE;NAE1;NEDD8;UBA3,screened_candidate,True,True,False,True,True,keep_existing_lincs
1549,Sapitinib,CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,EGFR;ERBB2;ERBB3,screened_candidate,False,False,False,False,False,needs_external_lincs_or_analog_imputation
1553,Uprosertib,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccc(F)c(F)c2)oc1Cl,AKT1;AKT2;AKT3,screened_candidate,False,False,False,False,False,needs_external_lincs_or_analog_imputation
1557,LCL161,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCCCC1,BIRC2;BIRC3;BIRC5;BIRC7;IAP1;IAP2;NAIP;XIAP,screened_candidate,False,False,False,False,False,needs_external_lincs_or_analog_imputation
1558,Lapatinib,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,EEF2K;EGFR;ERBB2,indication_expansion,True,True,False,True,True,keep_existing_lincs
1559,Luminespib,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,HSP90,screened_candidate,True,False,True,False,True,keep_existing_lincs
1560,Alpelisib,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,ESR1;PI3KALPHA;PIK3CA;PIK3R1,screened_candidate,False,False,False,False,False,needs_external_lincs_or_analog_imputation
1561,Taselisib,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,PIK3CA;PIK3CG,indication_expansion,False,False,False,False,False,needs_external_lincs_or_analog_imputation
1563,EPZ5676,CC(C)N(CC1OC(n2cnc3c(N)ncnc32)C(O)C1O)C1CC(CCc2nc3ccc(C(C)(C)C)cc3[nH]2)C1,DOT1L,screened_candidate,False,False,False,False,False,needs_external_lincs_or_analog_imputation
1564,SCH772984,O=C(Nc1ccc2[nH]nc(-c3ccncc3)c2c1)C1CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,MAPK1;MAPK3,screened_candidate,False,False,False,False,False,needs_external_lincs_or_analog_imputation
1576,IWP-2,Cc1ccc2nc(NC(=O)CSc3nc4c(c(=O)n3-c3ccccc3)SCC4)sc2c1,PORCN,screened_candidate,False,False,False,True,True,recover_by_lincs_smiles_bridge
1578,Leflunomide,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,AHR;DHODH;PTK2B,screened_candidate,True,True,False,True,True,keep_existing_lincs
1580,GSK2801,CCCOc1ccn2c(C(C)=O)cc(-c3ccccc3S(C)(=O)=O)c2c1,,screened_candidate,False,False,False,False,False,needs_external_lincs_or_analog_imputation
