input_set,model,n,spearman,pearson,rmse,mae,r2,ndcg_at_20,train_oof_spearman_gap,prediction_variance,elapsed_sec
numeric_strong_context_smiles_no_lincs,CrossAttention,3387,0.8865782756209227,0.9229980111122131,1.1201227903366089,0.8481928110122681,0.8497629223068701,0.9553074726660922,0.04497230679346065,7.8461995124816895,10.005908012390137
numeric_strong_context_smiles_no_lincs,ResidualMLP,3387,0.874020086870166,0.9106007218360901,1.2050658464431763,0.9207642674446106,0.826112878325781,0.9216217304628155,0.08813973646493756,7.750627517700195,24.207899808883667
