input_set,model,fold,best_epoch,best_valid_rmse,elapsed_sec,train_spearman,valid_spearman,valid_rmse,valid_r2
numeric_strong_context_smiles_no_lincs,CrossAttention,1,20,1.118958592414856,4.654636859893799,0.9377321960713183,0.8751968575472783,1.118958592414856,0.8397405766031203
numeric_strong_context_smiles_no_lincs,CrossAttention,2,18,1.0737377405166626,2.9981610774993896,0.932972488674911,0.8929583281755701,1.0737377405166626,0.8673102810983596
numeric_strong_context_smiles_no_lincs,CrossAttention,3,13,1.1657805442810059,2.343327045440674,0.9239470624969205,0.8911270297278118,1.1657805442810059,0.8409191968230654
numeric_strong_context_smiles_no_lincs,ResidualMLP,1,48,1.1968101263046265,8.51325011253357,0.9665458922000734,0.8644328697720859,1.1968101263046265,0.8166646941292459
numeric_strong_context_smiles_no_lincs,ResidualMLP,2,45,1.1629070043563843,8.042696952819824,0.9616172777888903,0.8797720068545425,1.1629070043563843,0.8443565727121276
numeric_strong_context_smiles_no_lincs,ResidualMLP,3,42,1.2537319660186768,7.645888805389404,0.9583163000163469,0.8819703750781693,1.2537319660186768,0.8160102577327062
