cv,ensemble,n,spearman,pearson,rmse,mae,r2,ndcg_at_20,prediction_variance
groupcv,spearman_weighted,3387,0.5560848419420574,0.6114397644996643,2.2888429164886475,1.7239422798156738,0.37269637371816666,0.8910600077801675,3.049274444580078
groupcv,equal_weight,3387,0.5523855783946997,0.6078934073448181,2.297240972518921,1.72878897190094,0.3680846296670064,0.8933771473818195,3.0437304973602295
