cv,model_a,model_b,prediction_pearson_corr,prediction_spearman_corr,residual_pearson_corr,mean_abs_prediction_gap
groupcv,CrossAttention,ResidualMLP,0.8247624039649963,0.7872315805785777,0.8944786190986633,0.9160338044166565
groupcv,CrossAttention,LightGBM,0.8163878917694092,0.7408939851399446,0.876255214214325,0.876240074634552
groupcv,ResidualMLP,LightGBM,0.7170368432998657,0.657801250244701,0.8413571119308472,1.0863900184631348
