cv,model,n,spearman,pearson,rmse,mae,r2,ndcg_at_20,prediction_variance
groupcv,LightGBM,3387,0.5550062481050565,0.5986120104789734,2.317199945449829,1.7596194744110107,0.357056469162519,0.8559689787907393,3.360454559326172
groupcv,CrossAttention,3387,0.5190336346722383,0.5898921489715576,2.3489346504211426,1.784090280532837,0.3393252493921495,0.8829944833954404,3.8941102027893066
groupcv,ResidualMLP,3387,0.45068443693785887,0.49954724311828613,2.5577163696289062,1.9058927297592163,0.21665948266423174,0.9057674942359659,3.3934578895568848
