input_set,model,cv,n,spearman,pearson,rmse,mae,r2,ndcg_at_20,train_oof_spearman_gap,prediction_variance,elapsed_sec
numeric_strong_context_smiles_pan_lincs,CrossAttention,groupcv_by_drug,3387,0.6117809923025498,0.6506953835487366,2.211895704269409,1.654503345489502,0.41416519203374236,0.8727661661575725,0.22308684146466584,4.33105993270874,5.088953018188477
numeric_strong_context_smiles_pan_lincs,ResidualMLP,groupcv_by_drug,3387,0.5846020764224018,0.6328341960906982,2.2713356018066406,1.684580683708191,0.38225606367760645,0.8695901593563005,0.29594996959336695,4.911116600036621,12.291311025619507
numeric_strong_context_smiles_pan_lincs,WideDeep,groupcv_by_drug,3387,0.5373686169908013,0.602249026298523,2.3737895488739014,1.7823750972747803,0.32526958783638105,0.8080995784108097,0.3254940507625803,5.276725769042969,6.592827320098877
