input_set,model,fold,train_rows,valid_rows,train_spearman,valid_spearman,valid_rmse
numeric_smiles_no_lincs,LightGBM,1,2258,1129,0.9630527870813615,0.87136558705539,1.1428751423542023
numeric_smiles_no_lincs,LightGBM,2,2258,1129,0.9609844276562424,0.8885797291847801,1.1628851652359338
numeric_smiles_no_lincs,LightGBM,3,2258,1129,0.9604403362385476,0.8924804969101028,1.1420353482219092
numeric_smiles_no_lincs,LightGBM_DART,1,2258,1129,0.9203225879888692,0.8488983577734915,1.4659485843020426
numeric_smiles_no_lincs,LightGBM_DART,2,2258,1129,0.9144457703445136,0.8617523620443641,1.6644055024020674
numeric_smiles_no_lincs,LightGBM_DART,3,2258,1129,0.9193331207845106,0.8835531618219002,1.4986488472877546
numeric_smiles_no_lincs,XGBoost,1,2258,1129,0.9287598517740306,0.8674796239237319,1.1663149979541658
numeric_smiles_no_lincs,XGBoost,2,2258,1129,0.9220206713512906,0.8812662233978523,1.2372930487676594
numeric_smiles_no_lincs,XGBoost,3,2258,1129,0.9238834749693638,0.8874370942036471,1.2088609731246354
numeric_smiles_no_lincs,ExtraTrees,1,2258,1129,0.99196661380715,0.8315978843548104,1.2907424058095023
numeric_smiles_no_lincs,ExtraTrees,2,2258,1129,0.9905026176741245,0.8605777075687518,1.317300008601215
numeric_smiles_no_lincs,ExtraTrees,3,2258,1129,0.9914264743739231,0.8778109326273922,1.218712617277674
numeric_smiles_no_lincs,RandomForest,1,2258,1129,0.974581480067826,0.8600472995961379,1.1940373771990171
numeric_smiles_no_lincs,RandomForest,2,2258,1129,0.9739758631069793,0.8809903699603323,1.2363688360644334
numeric_smiles_no_lincs,RandomForest,3,2258,1129,0.9717799156014983,0.8847715018687834,1.1838643620683986
numeric_smiles_no_lincs,FlatMLP,1,2258,1129,0.969420249781356,0.7742627049495524,1.5077573462272735
numeric_smiles_no_lincs,FlatMLP,2,2258,1129,0.9688793100248247,0.8027947969985729,1.5266381461449474
numeric_smiles_no_lincs,FlatMLP,3,2258,1129,0.971612273927987,0.8263769115664811,1.52125936867982
