input_set,model,fold,train_rows,valid_rows,train_spearman,valid_spearman,valid_rmse
numeric_no_lincs,LightGBM,1,2258,1129,0.9506945991908992,0.8599775211260198,1.1778211928989288
numeric_no_lincs,LightGBM,2,2258,1129,0.9471390194822925,0.8835293206297746,1.1918694109567658
numeric_no_lincs,LightGBM,3,2258,1129,0.9464258620511199,0.8836588404562196,1.2021095548667582
numeric_no_lincs,LightGBM_DART,1,2258,1129,0.9014500108648488,0.8198500795979528,1.534617355778239
numeric_no_lincs,LightGBM_DART,2,2258,1129,0.8878455466566881,0.8417071821652692,1.7810149373629636
numeric_no_lincs,LightGBM_DART,3,2258,1129,0.8955291647185263,0.8680288265894089,1.583276475349768
numeric_no_lincs,XGBoost,1,2258,1129,0.9095492549699103,0.8366738302727271,1.27506708589775
numeric_no_lincs,XGBoost,2,2258,1129,0.9004706084330898,0.8671286033899902,1.346632279759708
numeric_no_lincs,XGBoost,3,2258,1129,0.9001145060065341,0.8662624874320795,1.3351710757236968
numeric_no_lincs,ExtraTrees,1,2258,1129,0.9888069027910079,0.8154168967147807,1.3859324790177077
numeric_no_lincs,ExtraTrees,2,2258,1129,0.9872211409018713,0.8348017734838599,1.4115051752154708
numeric_no_lincs,ExtraTrees,3,2258,1129,0.9906949794950518,0.8697397699778313,1.2534348665162567
numeric_no_lincs,RandomForest,1,2258,1129,0.9741600186318119,0.8456704081174107,1.2430307498387207
numeric_no_lincs,RandomForest,2,2258,1129,0.9722614374309618,0.8767675300566143,1.2596771757895266
numeric_no_lincs,RandomForest,3,2258,1129,0.9705700394355897,0.884467822094494,1.2018597799026711
numeric_no_lincs,FlatMLP,1,2258,1129,0.9627647637135232,0.7807363132903878,1.551148075705717
numeric_no_lincs,FlatMLP,2,2258,1129,0.8747558060865613,0.72934797913206,1.8407533549602042
numeric_no_lincs,FlatMLP,3,2258,1129,0.9222527023948883,0.7932227485077993,1.6707070151756773
