thyroid_selective_rank,drug_name,canonical_drug_id,canonical_smiles,target_genes,PATHWAY_NAME_NORMALIZED,classification,ranking_layer,thyroid_selective_score,ensemble_score,mean_pred_ln_ic50,thyroid_mean_ln_ic50,pancancer_mean_ln_ic50,selectivity_delta_ln_ic50,thyroid_sensitive_rate,thyroid_context_score,broad_cytotoxic_flag,broad_cytotoxic_penalty,thyroid_observed_cell_lines,pancancer_cell_lines,pancancer_tcga_types,thyroid_targeted_rank
27,Entospletinib,1630,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1,SYK,Other kinases,screened_candidate,screened_selectivity_candidate,0.5929059829059828,-3.5058701378958568,3.5058701378958568,3.545974642857143,3.6740900886363637,0.12811544577922085,0.6428571428571429,0.3,False,0.0,14,880,31,26
28,Crizotinib,1083,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,ALK;MET;MST1R;ROS1,RTK signaling,indication_expansion,screened_selectivity_candidate,0.5912820512820514,-3.0008527263998985,3.0008527263998985,3.237987625,2.545347096842105,-0.6926405281578951,0.625,0.9500000000000001,False,0.0,16,950,31,27
29,Sorafenib,1085,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRAF;EGFR;FGFR1;FLT1;FLT3;FLT4;KDR;KIT;PDGFR;PDGFRB;RAF;RAF1;RET,Other kinases,approved,screened_selectivity_candidate,0.5901709401709402,-3.219490110874176,3.219490110874176,3.2061374375,2.534038968152866,-0.6720984693471337,0.75,1.0,False,0.0,16,942,31,28
31,Axitinib,1021,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,ABL1;FLT1;FLT4;KDR;KIT;PDGFR,RTK signaling,indication_expansion,screened_selectivity_candidate,0.5801709401709402,-3.4408984780311584,3.4408984780311584,3.51946525,2.891868422222222,-0.6275968277777779,0.375,0.9500000000000001,False,0.0,16,945,31,29
32,Daporinad,1248,O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,NAMPT,Metabolism,screened_candidate,screened_selectivity_candidate,0.5775213675213675,1.5932222488853667,-1.5932222488853667,-3.2287134444444447,-3.38742916552901,-0.15871572108456533,1.0,0.3,False,0.2,9,586,31,30
34,GW441756,1023,Cl.Cn1cc(C=C2C(=O)Nc3cccnc32)c2ccccc21,NTRK1,RTK signaling,screened_candidate,screened_selectivity_candidate,0.5738461538461539,-3.905768021941185,3.905768021941185,3.8340960625,3.4282371600853785,-0.4058589024146215,0.5,0.8500000000000001,False,0.0,16,937,31,31
36,IOX2,2174,O=C(O)CNC(=O)c1c(O)c2ccccc2n(Cc2ccccc2)c1=O,EGLN1,Other,screened_candidate,screened_selectivity_candidate,0.5576923076923077,-3.892639398574829,3.892639398574829,2.1894215,2.33798766367713,0.14856616367713027,1.0,0.0,False,0.0,2,223,24,32
37,5-azacytidine,2156,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,,Other,screened_candidate,screened_selectivity_candidate,0.5474358974358975,-2.978768450873239,2.978768450873239,3.163607,2.9857943884297518,-0.17781261157024808,0.6428571428571429,0.0,False,0.0,14,726,30,33
38,PF-4708671,1129,CCc1cncnc1N1CCN(Cc2nc3ccc(C(F)(F)F)cc3[nH]2)CC1,S6K1,PI3K/MTOR signaling,screened_candidate,screened_selectivity_candidate,0.5467521367521367,-3.857424020767212,3.857424020767212,3.7233785,3.605199387218045,-0.11817911278195492,0.5,0.3,False,0.0,2,266,24,34
40,Afuresertib,1912,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl,AKT1;AKT2;AKT3,PI3K/MTOR signaling,screened_candidate,screened_selectivity_candidate,0.54008547008547,-3.4996758103370667,3.4996758103370667,3.1197473125,2.3919501413390014,-0.7277971711609985,0.625,0.8500000000000001,False,0.0,16,941,31,35
41,Dactolisib,1057,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,MTOR;PIK3CG,PI3K/MTOR signaling,screened_candidate,screened_selectivity_candidate,0.5383760683760683,0.16984438244253397,-0.16984438244253397,-0.8648091875,-1.520644592356688,-0.655835404856688,1.0,0.8500000000000001,False,0.2,16,942,31,36
42,Elephantin,1835,C=C1C(=O)O[C@H]2[C@H]1[C@@H](OC(=O)C=C(C)C)CC1=C[C@@H](C[C@@]3(C)O[C@H]23)OC1=O,,Unclassified,screened_candidate,screened_selectivity_candidate,0.5371794871794872,-3.526730716228485,3.526730716228485,3.4617280833333335,3.5906893631205676,0.12896127978723415,0.75,0.0,False,0.0,12,705,30,37
43,PD173074,1049,CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1,FGFR1;FGFR2;FGFR3,RTK signaling,screened_candidate,screened_selectivity_candidate,0.5323931623931625,-4.066374093294144,4.066374093294144,4.191754125,3.751599400630915,-0.4401547243690853,0.375,0.8500000000000001,False,0.0,16,951,31,38
44,Erlotinib,1168,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,EGFR;NR1I2,EGFR signaling,indication_expansion,screened_selectivity_candidate,0.5323076923076924,-3.4269926100969315,3.4269926100969315,3.586739625,2.7842779957401493,-0.8024616292598505,0.5,0.9500000000000001,False,0.0,16,939,31,39
45,Dactinomycin,1811,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,TOP1;TOP2A,Other,screened_candidate,screened_selectivity_candidate,0.5316239316239315,3.825933240354061,-3.825933240354061,-2.296735583333333,-2.443400039716312,-0.14666445638297887,1.0,0.0,False,0.2,12,705,30,40
46,Bosutinib,1019,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,ABL;ABL1;CAMK2G;FGR;HCK;LYN;MAP2K1;MAP2K2;MAP3K2;SLK;SRC;TEC,Other kinases,screened_candidate,screened_selectivity_candidate,0.5306837606837607,-2.9599402397871017,2.9599402397871017,3.4811950625000003,2.600377211146838,-0.8808178513531622,0.5625,0.8500000000000001,False,0.0,16,933,31,41
47,AZ6102,2109,Cc1cc(N2CC(C)NC(C)C2)ncc1-c1ccc(-c2nc3c(ccn3C)c(=O)[nH]2)cc1,TNKS1;TNKS2,WNT signaling,screened_candidate,screened_selectivity_candidate,0.5264957264957265,-3.1425651709238687,3.1425651709238687,2.909362866666667,2.6667495148936173,-0.24261335177304977,0.7333333333333333,0.0,False,0.0,15,940,31,42
49,Gallibiscoquinazole,1830,COC(=O)NC1(NC(=O)OC)NC(=O)c2cc(OC)c(OC)c(OC)c2N1,,Unclassified,screened_candidate,screened_selectivity_candidate,0.5175213675213675,-3.124251385529836,3.124251385529836,2.9767185833333336,2.696863609929078,-0.2798549734042557,0.75,0.0,False,0.0,12,705,30,43
51,CHIR-99021,2175,Cc1cnc(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)[nH]1,GSK3A;GSK3B,WNT signaling,screened_candidate,screened_selectivity_candidate,0.5145299145299145,-3.67738139629364,3.67738139629364,4.3383735,4.632962493273543,0.2945889932735426,0.5,0.0,False,0.0,2,223,24,44
52,AZD3759,1915,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C,EGFR,EGFR signaling,screened_candidate,screened_selectivity_candidate,0.5123076923076924,-3.466950908303261,3.466950908303261,3.3085484375,2.4938028063157893,-0.8147456311842105,0.6875,0.8500000000000001,False,0.0,16,950,31,45
53,Bicalutamide,1502,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,AR,Hormone-related,screened_candidate,screened_selectivity_candidate,0.5119658119658119,-3.4548522233963013,3.4548522233963013,4.465886,4.685017067264575,0.21913106726457432,0.5,0.0,False,0.0,2,223,24,46
54,Temsirolimus,1016,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,MTOR,PI3K/MTOR signaling,indication_expansion,screened_selectivity_candidate,0.5088034188034187,-1.564362408593297,1.564362408593297,1.6751479375,1.0285865894039734,-0.6465613480960266,1.0,0.9500000000000001,False,0.2,16,906,31,47
55,AZD5363,1916,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(F)cc(F)c2)C2CCC(S(C)(=O)=O)CC2)CC1,AKT1;AKT2;AKT3;ROCK2,Other kinases,indication_expansion,screened_selectivity_candidate,0.5028205128205129,-3.590063363313675,3.590063363313675,3.7066476875,2.8340161316348196,-0.8726315558651803,0.375,0.9500000000000001,False,0.0,16,942,31,48
56,Palbociclib,1054,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,CDK4;CDK6,Cell cycle,indication_expansion,screened_selectivity_candidate,0.4945299145299145,-3.619999438524246,3.619999438524246,4.0280833125,3.4304375199579833,-0.5976457925420164,0.4375,0.65,False,0.0,16,952,31,49
58,AZD6482,2169,Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,PI3KBETA;PIK3CB,PI3K/MTOR signaling,screened_candidate,screened_selectivity_candidate,0.4905128205128205,-2.014870047569275,2.014870047569275,4.5084845,3.3841922264150943,-1.1242922735849055,0.5,0.8500000000000001,False,0.0,2,265,24,50
59,Rapamycin,1084,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,MTOR,PI3K/MTOR signaling,indication_expansion,screened_selectivity_candidate,0.4874358974358975,0.5862151831388474,-0.5862151831388474,-1.0908067333333333,-2.1085320983957216,-1.0177253650623883,1.0,0.9500000000000001,False,0.2,15,935,31,51
61,AZD8186,1918,C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,PI3KALPHA;PI3KBETA;PIK3CB;PIK3CG,PI3K/MTOR signaling,screened_candidate,screened_selectivity_candidate,0.4866666666666667,-3.752249076962471,3.752249076962471,3.896784125,3.122260294055202,-0.7745238309447982,0.4375,0.8500000000000001,False,0.0,16,942,31,52
62,Piperlongumine,1243,COc1cc(C=CC(=O)N2CCC=CC2=O)cc(OC)c1OC,,Other,screened_candidate,screened_selectivity_candidate,0.48119658119658115,-0.1814042627811432,0.1814042627811432,2.9643819999999996,2.228097322869955,-0.7362846771300444,0.5,0.0,False,0.0,2,223,24,53
64,SB590885,1061,CN(C)CCOc1ccc(-c2nc(-c3ccncc3)c(-c3ccc4c(c3)CC/C4=N\O)[nH]2)cc1,BRAF,ERK MAPK signaling,screened_candidate,screened_selectivity_candidate,0.4755555555555556,-4.376813277602196,4.376813277602196,4.761227625,4.327152162715517,-0.4340754622844827,0.1875,0.8500000000000001,False,0.0,16,928,31,54
65,MK-2206,1053,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,AKT1;AKT2;AKT3;UBE2T,PI3K/MTOR signaling,screened_candidate,screened_selectivity_candidate,0.4678632478632479,-3.4973587691783905,3.4973587691783905,3.722781875,2.7073892174369747,-1.0153926575630252,0.5625,0.8500000000000001,False,0.0,16,952,31,55
66,Pictilisib,1058,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,PIK3CG,PI3K/MTOR signaling,screened_candidate,screened_selectivity_candidate,0.4678632478632479,-1.740637831389904,1.740637831389904,1.8929744375,1.2005518233438486,-0.6924226141561514,0.875,0.8500000000000001,False,0.2,16,951,31,56
67,PRIMA-1MET,1131,COCC1(CO)C(=O)C2CCN1CC2,,P53 pathway,screened_candidate,screened_selectivity_candidate,0.46495726495726497,-4.183608480862209,4.183608480862209,4.226659785714285,4.420318390909091,0.1936586051948055,0.6428571428571429,0.0,False,0.0,14,880,31,57
68,WZ4003,1614,CCC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,NUAK1;NUAK2,Other kinases,screened_candidate,screened_selectivity_candidate,0.4625641025641026,-4.034194724900382,4.034194724900382,4.425108142857143,4.150261057954546,-0.27484708490259724,0.35714285714285715,0.3,False,0.0,14,880,31,58
69,WIKI4,1940,COc1ccc(-n2c(SCCCN3C(=O)c4cccc5cccc(c45)C3=O)nnc2-c2ccncc2)cc1,TNKS1;TNKS2,WNT signaling,screened_candidate,screened_selectivity_candidate,0.45598290598290603,-3.9446259140968323,3.9446259140968323,3.9148210625,3.731061482465462,-0.18375958003453796,0.4375,0.0,False,0.0,16,941,31,59
70,Telomerase Inhibitor IX,1930,O=C(Nc1cccc(NC(=O)c2cccc(O)c2O)c1)c1cccc(O)c1O,TELOMERASE,Genome integrity,screened_candidate,screened_selectivity_candidate,0.45598290598290586,-1.1304187243804336,1.1304187243804336,0.8486230625,0.6535267123142251,-0.19509635018577487,0.9375,0.0,False,0.2,16,942,31,60
71,GSK2606414,1618,Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(C(F)(F)F)c2)c2c(N)ncnc21,PERK,Metabolism,screened_candidate,screened_selectivity_candidate,0.45017094017094017,-4.089060630117144,4.089060630117144,4.126699,3.7788217935779818,-0.3478772064220186,0.35714285714285715,0.3,False,0.0,14,872,31,61
72,Gefitinib,1010,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,EGFR,EGFR signaling,indication_expansion,screened_selectivity_candidate,0.4472649572649573,-3.9358813762664795,3.9358813762664795,4.1172165,3.125603856687898,-0.9916126433121017,0.25,0.9500000000000001,False,0.0,16,942,31,62
74,Mycophenolic acid,2055,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,IMPDH1;IMPDH2,Unclassified,screened_candidate,screened_selectivity_candidate,0.44102564102564096,-2.006036719450584,2.006036719450584,1.8805953076923076,1.7959055662983423,-0.08468974139396535,0.9230769230769231,0.0,False,0.2,13,724,30,63
75,IWP-2,1576,Cc1ccc2nc(NC(=O)CSc3nc4c(c(=O)n3-c3ccccc3)SCC4)sc2c1,PORCN,WNT signaling,screened_candidate,screened_selectivity_candidate,0.43888888888888883,-3.3509514842714583,3.3509514842714583,3.328201142857143,2.8561838577929466,-0.4720172850641964,0.6428571428571429,0.0,False,0.0,14,879,31,64
76,BMS-754807,2171,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,AKT1;IGF1R;INSR;IR,IGF1R signaling,screened_candidate,screened_selectivity_candidate,0.43649572649572654,-3.1166394278407097,3.1166394278407097,3.219734875,2.1457118092175778,-1.0740230657824221,0.625,0.55,False,0.0,16,933,31,65
77,AT13148,2170,NC[C@@](O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,AKT1,PI3K/MTOR signaling,screened_candidate,screened_selectivity_candidate,0.43196581196581196,-4.213348690668742,4.213348690668742,4.2592826,3.521884423855165,-0.7373981761448345,0.4666666666666667,0.8500000000000001,False,0.0,15,939,31,66
79,Dinaciclib,1180,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,CDK1;CDK2;CDK5;CDK9,Cell cycle,screened_candidate,screened_selectivity_candidate,0.4230769230769231,1.261184197451387,-1.261184197451387,-2.144894642857143,-2.659428251995439,-0.5145336091382959,1.0,0.0,False,0.2,14,877,31,67
80,AZD6738,1917,CC1COCCN1c1cc(C2(S(C)(=N)=O)CC2)nc(-c2cncc3[nH]ccc23)n1,ATR,Genome integrity,screened_candidate,screened_selectivity_candidate,0.4200854700854701,-2.696195401251316,2.696195401251316,2.7988936875,2.045833593418259,-0.7530600940817411,0.75,0.0,False,0.0,16,942,31,68
81,Ipatasertib,1924,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,AKT;AKT1;AKT3,PI3K/MTOR signaling,indication_expansion,screened_selectivity_candidate,0.41820512820512823,-4.0585708022117615,4.0585708022117615,4.3903024375,3.386760419320595,-1.003542018179405,0.375,0.9500000000000001,False,0.0,16,942,31,69
82,PRT062607,1631,NC(=O)c1cnc(NC2CCCCC2N)nc1Nc1cccc(-n2nccn2)c1,SYK,Other kinases,screened_candidate,screened_selectivity_candidate,0.41811965811965807,-3.8468113456453596,3.8468113456453596,3.7780437857142855,3.1621779375,-0.6158658482142854,0.5714285714285714,0.3,False,0.0,14,880,31,70
83,Sinularin,1838,C=C1C(=O)OC2CC1CCC1(C)OC1CCC(C)=CCCC2(C)O,,Unclassified,screened_candidate,screened_selectivity_candidate,0.4145299145299145,-4.083121279875438,4.083121279875438,3.9266721666666666,3.641192218439716,-0.2854799482269508,0.25,0.0,False,0.0,12,705,30,71
84,YK-4-279,1239,COc1ccc(C(=O)CC2(O)C(=O)Nc3c(Cl)ccc(Cl)c32)cc1,,Other,screened_candidate,screened_selectivity_candidate,0.40897435897435896,-2.978406362235546,2.978406362235546,2.9555436875,2.231485357749469,-0.7240583297505312,0.8125,0.0,False,0.0,16,942,31,72
85,Tretinoin,1009,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,ALDH1A1;ALDH1A2;CRABP1;GPRC5A;LCN1;OBP2A;PDK4;RARA;RARB;RARG;RARRES1;RBP4;RXRA;RXRB;RXRG,Other,indication_expansion,screened_selectivity_candidate,0.40803418803418806,-4.551401138305664,4.551401138305664,4.7917125,4.776368004484305,-0.015344495515694945,0.0,0.1,False,0.0,2,223,24,73
86,Ribociclib,1632,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,CDK4;CDK6,Cell cycle,screened_candidate,screened_selectivity_candidate,0.4061538461538462,-4.029167681932449,4.029167681932449,4.20495675,3.5005559681866383,-0.7044007818133617,0.1875,0.55,False,0.0,16,943,31,74
89,NU7441,1038,O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12,DNAPK,Genome integrity,screened_candidate,screened_selectivity_candidate,0.4042735042735043,-3.5657709389925003,3.5657709389925003,3.65936625,3.1230043132400427,-0.5363619367599575,0.625,0.0,False,0.0,16,929,31,75
90,AZD5438,1401,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,CDK2,Cell cycle,screened_candidate,screened_selectivity_candidate,0.4017094017094017,-2.6699094474315643,2.6699094474315643,3.1486218333333333,2.357354295035461,-0.7912675382978724,0.75,0.0,False,0.0,12,705,30,76
91,Afatinib,1032,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,EGFR;ERBB2;ERBB4,EGFR signaling,indication_expansion,screened_selectivity_candidate,0.4002564102564103,-2.5021998807787895,2.5021998807787895,2.5323943125,1.5662894831578948,-0.9661048293421053,0.875,0.9500000000000001,False,0.2,16,950,31,77
92,Wee1 Inhibitor,1046,O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1[nH]c3ccc(O)cc3c21,CHEK1;WEE1,Cell cycle,screened_candidate,screened_selectivity_candidate,0.39871794871794874,-3.0911479517817497,3.0911479517817497,2.73279975,1.9837832019128585,-0.7490165480871414,0.6875,0.0,False,0.0,16,941,31,78
94,GSK2110183B,1778,Cl.Cn1ncc(Cl)c1-c1cc(C(=O)NC(CN)Cc2cccc(F)c2)sc1Cl,AKT1;AKT2;AKT3,PI3K/MTOR signaling,screened_candidate,screened_selectivity_candidate,0.39521367521367523,-3.958293318748474,3.958293318748474,4.390289416666667,3.2763379574468083,-1.1139514592198583,0.25,0.8500000000000001,False,0.0,12,705,30,79
96,Pevonedistat,1529,NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,NAE;NAE1;NEDD8;UBA3,Other,screened_candidate,screened_selectivity_candidate,0.39444444444444454,-1.3653933643363416,1.3653933643363416,1.2590743125000001,0.8669680117021277,-0.39210630079787245,0.8125,0.0,False,0.2,16,940,31,80
97,BMS-345541,1249,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1,IKK-1;IKK-2,Other,screened_candidate,screened_selectivity_candidate,0.3944444444444444,-3.589874948774065,3.589874948774065,3.8079459285714283,3.26895926309795,-0.5389866654734785,0.5,0.0,False,0.0,14,878,31,81
98,Lapatinib,1558,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,EEF2K;EGFR;ERBB2,EGFR signaling,indication_expansion,screened_selectivity_candidate,0.38572649572649576,-4.1338231563568115,4.1338231563568115,4.416059875,3.197491643157895,-1.2185682318421054,0.375,0.9500000000000001,False,0.0,16,950,31,82
99,AZD1332,1463,CC(C)Oc1cc(Nc2nc(NC(C)c3ccc(F)cn3)ncc2Cl)[nH]n1,NTRK1;NTRK2;NTRK3,RTK signaling,screened_candidate,screened_selectivity_candidate,0.38410256410256416,-4.179331203301747,4.179331203301747,4.6415745,3.7447209205673757,-0.8968535794326242,0.3333333333333333,0.8500000000000001,False,0.0,12,705,30,83
101,Fulvestrant,1816,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,ESR;ESR1,Hormone-related,screened_candidate,screened_selectivity_candidate,0.3782051282051282,-3.8299793004989624,3.8299793004989624,4.9634125,4.607274364539007,-0.35613813546099227,0.08333333333333333,0.0,False,0.0,12,705,30,84
102,Olaparib,1017,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,AKR1C3;PARP1;PARP2;PARP3,Genome integrity,indication_expansion,screened_selectivity_candidate,0.37811965811965814,-4.117983743548393,4.117983743548393,4.582474125,4.220581024185068,-0.36189310081493176,0.125,0.1,False,0.0,16,951,31,85
103,GNE-317,1926,COC1(c2sc3c(N4CCOCC4)nc(-c4cnc(N)nc4)nc3c2C)COC1,PI3KALPHA,PI3K/MTOR signaling,screened_candidate,screened_selectivity_candidate,0.3745299145299145,-1.8160867877304554,1.8160867877304554,1.322083625,0.6738353771551724,-0.6482482478448277,0.875,0.3,False,0.2,16,928,31,86
104,L-Oxonoreleagnine,1831,O=C1NCCc2c1[nH]c1ccccc21,,Unclassified,screened_candidate,screened_selectivity_candidate,0.37435897435897436,-4.275514165560405,4.275514165560405,4.121672083333333,3.77892834751773,-0.34274373581560313,0.08333333333333333,0.0,False,0.0,12,705,30,87
106,Uprosertib,1553,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccc(F)c(F)c2)oc1Cl,AKT1;AKT2;AKT3,PI3K/MTOR signaling,screened_candidate,screened_selectivity_candidate,0.36572649572649574,-4.126665455954416,4.126665455954416,4.370495928571429,2.8772945735294115,-1.4932013550420171,0.2857142857142857,0.8500000000000001,False,0.0,14,884,31,88
107,AGI-6780,1634,O=C(Nc1cccc(C(F)(F)F)c1)Nc1cc(S(=O)(=O)NC2CC2)ccc1-c1ccsc1,,Metabolism,screened_candidate,screened_selectivity_candidate,0.36512820512820515,-4.2555186067308695,4.2555186067308695,4.797208928571428,4.334944,-0.462264928571428,0.14285714285714285,0.3,False,0.0,14,879,31,89
108,AZD7762,1022,NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)N[C@H]1CCCNC1,CHEK1;CHEK2,Cell cycle,screened_candidate,screened_selectivity_candidate,0.3645299145299145,-0.7583702194970101,0.7583702194970101,0.7021195625,0.14558806984126985,-0.5565314926587301,0.9375,0.0,False,0.2,16,945,31,90
109,BIBR-1532,2043,CC(=CC(=O)Nc1ccccc1C(=O)O)c1ccc2ccccc2c1,TERT,Genome integrity,screened_candidate,screened_selectivity_candidate,0.3638461538461538,-5.04440900683403,5.04440900683403,5.3198689375,4.956966403846154,-0.3629025336538456,0.0,0.55,False,0.0,16,936,31,91
110,Talazoparib,1259,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,PARP1;PARP2,Genome integrity,screened_candidate,screened_selectivity_candidate,0.35598290598290594,-3.7779927253723145,3.7779927253723145,3.428748875,2.75627780106383,-0.6724710739361703,0.625,0.0,False,0.0,16,940,31,92
111,AMG-319,2045,C[C@H](Nc1ncnc2[nH]cnc12)c1cc2ccc(F)cc2nc1-c1ccccn1,PIK3CD,PI3K/MTOR signaling,screened_candidate,screened_selectivity_candidate,0.3537606837606838,-5.000179797410965,5.000179797410965,5.426405625,4.782906301927195,-0.6434993230728052,0.0,0.8500000000000001,False,0.0,16,934,31,93
112,GSK2578215A,1927,O=C(Nc1cccnc1)c1cc(-c2ccnc(F)c2)ccc1OCc1ccccc1,LRRK2,Other kinases,screened_candidate,screened_selectivity_candidate,0.35188034188034184,-4.865083932876587,4.865083932876587,5.2364349375,4.9229126974522295,-0.31352224004777085,0.0,0.3,False,0.0,16,942,31,94
113,Osimertinib,1919,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,EGFR,EGFR signaling,indication_expansion,screened_selectivity_candidate,0.35153846153846163,-2.982657127082348,2.982657127082348,2.6573923125,1.6341975164718385,-1.0231947960281613,0.875,0.9500000000000001,False,0.2,16,941,31,95
114,AGI-5198,1913,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cn1ccnc1C)c1cccc(F)c1,,Metabolism,screened_candidate,screened_selectivity_candidate,0.3463247863247863,-4.700349882245064,4.700349882245064,5.062023375,4.694160040339703,-0.36786333466029664,0.0,0.3,False,0.0,16,942,31,96
115,Tamoxifen,1199,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,AR;EBP;ESR1;ESR2;ESRRG;KCNH2;MAPK8;NR1I2;PRKCA;SHBG,Hormone-related,indication_expansion,screened_selectivity_candidate,0.3460683760683761,-4.229803904891014,4.229803904891014,4.425746125,3.96684177151966,-0.45890435348033964,0.375,0.1,False,0.0,16,941,31,97
118,Wnt-C59,1622,Cc1cc(-c2ccc(CC(=O)Nc3ccc(-c4cccnc4)cc3)cc2)ccn1,PORCN,WNT signaling,screened_candidate,screened_selectivity_candidate,0.3418803418803419,-4.598829882485526,4.598829882485526,4.615762214285715,4.3307216284090915,-0.2850405858766232,0.14285714285714285,0.0,False,0.0,14,880,31,98
