thyroid_selective_rank,drug_name,canonical_drug_id,canonical_smiles,target_genes,PATHWAY_NAME_NORMALIZED,classification,ranking_layer,thyroid_selective_score,ensemble_score,mean_pred_ln_ic50,thyroid_mean_ln_ic50,pancancer_mean_ln_ic50,selectivity_delta_ln_ic50,thyroid_sensitive_rate,thyroid_context_score,broad_cytotoxic_flag,broad_cytotoxic_penalty,thyroid_observed_cell_lines,pancancer_cell_lines,pancancer_tcga_types
95,GSK-LSD1-2HCl,2154,Cl.Cl.c1ccc(C2CC2NC2CCNCC2)cc1,LSD1,Chromatin histone methylation,screened_candidate,broad_cytotoxic_downweighted,0.3950427350427352,-3.182072009359087,3.182072009359087,2.8408822857142857,2.622470966896552,-0.21841131881773368,0.8571428571428571,0.3,True,0.2,14,725,30
96,Pevonedistat,1529,NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,NAE;NAE1;NEDD8;UBA3,Other,screened_candidate,screened_selectivity_candidate,0.39444444444444454,-1.3653933643363416,1.3653933643363416,1.2590743125000001,0.8669680117021277,-0.39210630079787245,0.8125,0.0,False,0.2,16,940,31
97,BMS-345541,1249,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1,IKK-1;IKK-2,Other,screened_candidate,screened_selectivity_candidate,0.3944444444444444,-3.589874948774065,3.589874948774065,3.8079459285714283,3.26895926309795,-0.5389866654734785,0.5,0.0,False,0.0,14,878,31
98,Lapatinib,1558,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,EEF2K;EGFR;ERBB2,EGFR signaling,indication_expansion,screened_selectivity_candidate,0.38572649572649576,-4.1338231563568115,4.1338231563568115,4.416059875,3.197491643157895,-1.2185682318421054,0.375,0.9500000000000001,False,0.0,16,950,31
99,AZD1332,1463,CC(C)Oc1cc(Nc2nc(NC(C)c3ccc(F)cn3)ncc2Cl)[nH]n1,NTRK1;NTRK2;NTRK3,RTK signaling,screened_candidate,screened_selectivity_candidate,0.38410256410256416,-4.179331203301747,4.179331203301747,4.6415745,3.7447209205673757,-0.8968535794326242,0.3333333333333333,0.8500000000000001,False,0.0,12,705,30
100,Bleomycin,1812,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1c[nH]cn1,LIG1;LIG3,DNA replication,indication_expansion,broad_cytotoxic_downweighted,0.3811111111111111,-2.8109223941961923,2.8109223941961923,2.8562695833333334,2.6359934964539007,-0.22027608687943268,0.6666666666666666,0.1,True,0.2,12,705,30
101,Fulvestrant,1816,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,ESR;ESR1,Hormone-related,screened_candidate,screened_selectivity_candidate,0.3782051282051282,-3.8299793004989624,3.8299793004989624,4.9634125,4.607274364539007,-0.35613813546099227,0.08333333333333333,0.0,False,0.0,12,705,30
102,Olaparib,1017,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,AKR1C3;PARP1;PARP2;PARP3,Genome integrity,indication_expansion,screened_selectivity_candidate,0.37811965811965814,-4.117983743548393,4.117983743548393,4.582474125,4.220581024185068,-0.36189310081493176,0.125,0.1,False,0.0,16,951,31
103,GNE-317,1926,COC1(c2sc3c(N4CCOCC4)nc(-c4cnc(N)nc4)nc3c2C)COC1,PI3KALPHA,PI3K/MTOR signaling,screened_candidate,screened_selectivity_candidate,0.3745299145299145,-1.8160867877304554,1.8160867877304554,1.322083625,0.6738353771551724,-0.6482482478448277,0.875,0.3,False,0.2,16,928,31
104,L-Oxonoreleagnine,1831,O=C1NCCc2c1[nH]c1ccccc21,,Unclassified,screened_candidate,screened_selectivity_candidate,0.37435897435897436,-4.275514165560405,4.275514165560405,4.121672083333333,3.77892834751773,-0.34274373581560313,0.08333333333333333,0.0,False,0.0,12,705,30
105,Bortezomib,1191,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,PROTEASOME;PRSS1;PSMB1;PSMB5,Protein stability and degradation,indication_expansion,broad_cytotoxic_downweighted,0.3717094017094017,3.8779565542936325,-3.8779565542936325,-4.68736975,-4.738767956429331,-0.05139820642933035,1.0,0.1,True,0.4,16,941,31
106,Uprosertib,1553,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccc(F)c(F)c2)oc1Cl,AKT1;AKT2;AKT3,PI3K/MTOR signaling,screened_candidate,screened_selectivity_candidate,0.36572649572649574,-4.126665455954416,4.126665455954416,4.370495928571429,2.8772945735294115,-1.4932013550420171,0.2857142857142857,0.8500000000000001,False,0.0,14,884,31
107,AGI-6780,1634,O=C(Nc1cccc(C(F)(F)F)c1)Nc1cc(S(=O)(=O)NC2CC2)ccc1-c1ccsc1,,Metabolism,screened_candidate,screened_selectivity_candidate,0.36512820512820515,-4.2555186067308695,4.2555186067308695,4.797208928571428,4.334944,-0.462264928571428,0.14285714285714285,0.3,False,0.0,14,879,31
108,AZD7762,1022,NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)N[C@H]1CCCNC1,CHEK1;CHEK2,Cell cycle,screened_candidate,screened_selectivity_candidate,0.3645299145299145,-0.7583702194970101,0.7583702194970101,0.7021195625,0.14558806984126985,-0.5565314926587301,0.9375,0.0,False,0.2,16,945,31
109,BIBR-1532,2043,CC(=CC(=O)Nc1ccccc1C(=O)O)c1ccc2ccccc2c1,TERT,Genome integrity,screened_candidate,screened_selectivity_candidate,0.3638461538461538,-5.04440900683403,5.04440900683403,5.3198689375,4.956966403846154,-0.3629025336538456,0.0,0.55,False,0.0,16,936,31
110,Talazoparib,1259,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,PARP1;PARP2,Genome integrity,screened_candidate,screened_selectivity_candidate,0.35598290598290594,-3.7779927253723145,3.7779927253723145,3.428748875,2.75627780106383,-0.6724710739361703,0.625,0.0,False,0.0,16,940,31
111,AMG-319,2045,C[C@H](Nc1ncnc2[nH]cnc12)c1cc2ccc(F)cc2nc1-c1ccccn1,PIK3CD,PI3K/MTOR signaling,screened_candidate,screened_selectivity_candidate,0.3537606837606838,-5.000179797410965,5.000179797410965,5.426405625,4.782906301927195,-0.6434993230728052,0.0,0.8500000000000001,False,0.0,16,934,31
112,GSK2578215A,1927,O=C(Nc1cccnc1)c1cc(-c2ccnc(F)c2)ccc1OCc1ccccc1,LRRK2,Other kinases,screened_candidate,screened_selectivity_candidate,0.35188034188034184,-4.865083932876587,4.865083932876587,5.2364349375,4.9229126974522295,-0.31352224004777085,0.0,0.3,False,0.0,16,942,31
113,Osimertinib,1919,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,EGFR,EGFR signaling,indication_expansion,screened_selectivity_candidate,0.35153846153846163,-2.982657127082348,2.982657127082348,2.6573923125,1.6341975164718385,-1.0231947960281613,0.875,0.9500000000000001,False,0.2,16,941,31
114,AGI-5198,1913,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cn1ccnc1C)c1cccc(F)c1,,Metabolism,screened_candidate,screened_selectivity_candidate,0.3463247863247863,-4.700349882245064,4.700349882245064,5.062023375,4.694160040339703,-0.36786333466029664,0.0,0.3,False,0.0,16,942,31
115,Tamoxifen,1199,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,AR;EBP;ESR1;ESR2;ESRRG;KCNH2;MAPK8;NR1I2;PRKCA;SHBG,Hormone-related,indication_expansion,screened_selectivity_candidate,0.3460683760683761,-4.229803904891014,4.229803904891014,4.425746125,3.96684177151966,-0.45890435348033964,0.375,0.1,False,0.0,16,941,31
116,Bromosporine,1581,CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,BRD2;BRD4;BRD9;CECR2,Chromatin other,screened_candidate,broad_cytotoxic_downweighted,0.3444444444444445,-2.881356418132782,2.881356418132782,2.691019333333333,2.399611953125,-0.29140738020833323,0.75,0.0,True,0.2,12,704,30
117,Bleomycin (50 uM),1378,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1c[nH]cn1,,DNA replication,screened_candidate,broad_cytotoxic_downweighted,0.34188034188034194,-3.1276761208261763,3.1276761208261763,3.483908142857143,3.4199742036262206,-0.06393393923092239,0.6428571428571429,0.0,True,0.2,14,717,30
118,Wnt-C59,1622,Cc1cc(-c2ccc(CC(=O)Nc3ccc(-c4cccnc4)cc3)cc2)ccn1,PORCN,WNT signaling,screened_candidate,screened_selectivity_candidate,0.3418803418803419,-4.598829882485526,4.598829882485526,4.615762214285715,4.3307216284090915,-0.2850405858766232,0.14285714285714285,0.0,False,0.0,14,880,31
119,GSK1904529A,1093,CCc1cc(Nc2nccc(-c3c(-c4ccc(OC)c(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1,IGF1R;IR,IGF1R signaling,screened_candidate,screened_selectivity_candidate,0.3405982905982906,-4.359610870480537,4.359610870480537,4.6649150624999995,4.3188765943098,-0.34603846819019957,0.0,0.0,False,0.0,16,949,31
120,Epirubicin,1511,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,ANTHRACYCLINE;TOP2A;TOP2B,DNA replication,indication_expansion,broad_cytotoxic_downweighted,0.33495726495726497,0.6964351329952478,-0.6964351329952478,-0.8355786875000001,-0.9183613598726115,-0.08278267237261139,1.0,0.1,True,0.4,16,942,31
121,Alpelisib,1560,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,ESR1;PI3KALPHA;PIK3CA;PIK3R1,PI3K/MTOR signaling,screened_candidate,screened_selectivity_candidate,0.33452991452991454,-4.3547539710998535,4.3547539710998535,4.6462546875,3.3798720326659644,-1.2663826548340356,0.1875,0.8500000000000001,False,0.0,16,949,31
122,SN-38,1494,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,TOP1,DNA replication,screened_candidate,broad_cytotoxic_downweighted,0.3320512820512821,2.396723847836256,-2.396723847836256,-3.3022083125,-3.428733466029724,-0.12652515352972404,1.0,0.0,True,0.4,16,942,31
123,Zoledronate,1802,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,,Other,screened_candidate,screened_selectivity_candidate,0.3264957264957265,-4.368857781092326,4.368857781092326,4.299105166666666,3.855346815602837,-0.443758351063829,0.08333333333333333,0.0,False,0.0,12,705,30
124,UMI-77,1939,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O,MCL1,Apoptosis regulation,screened_candidate,broad_cytotoxic_downweighted,0.32051282051282043,-3.4041533129555837,3.4041533129555837,3.1450312857142855,2.945346465020576,-0.1996848206937094,0.7857142857142857,0.0,True,0.2,14,729,30
125,Nilotinib,1013,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,ABL;ABL1;CSF3R;DDR2;KIT;PDGFRA,ABL signaling,screened_candidate,screened_selectivity_candidate,0.3188034188034188,-3.7345151007175446,3.7345151007175446,3.8702139375,3.0938727880724177,-0.7763411494275823,0.375,0.0,False,0.0,16,939,31
126,Taselisib,1561,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,PIK3CA;PIK3CG,PI3K/MTOR signaling,indication_expansion,screened_selectivity_candidate,0.3147863247863248,-3.138893723487854,3.138893723487854,2.9355219375,1.747013394736842,-1.1885085427631579,0.6875,0.9500000000000001,False,0.2,16,950,31
127,Luminespib,1559,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,HSP90,Protein stability and degradation,screened_candidate,broad_cytotoxic_downweighted,0.31324786324786313,1.6311531066894531,-1.6311531066894531,-1.980973125,-2.1354014746835444,-0.15442834968354435,1.0,0.0,True,0.4,16,948,31
128,Mirin,1048,N=C1NC(=O)/C(=C/c2ccc(O)cc2)S1,MRE11,Genome integrity,screened_candidate,screened_selectivity_candidate,0.3128205128205128,-4.507096018110003,4.507096018110003,5.132981928571428,4.777505936363637,-0.3554759922077908,0.0,0.0,False,0.0,14,880,31
129,Vismodegib,1033,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,SMO,Other,indication_expansion,screened_selectivity_candidate,0.31188034188034186,-4.607464551925659,4.607464551925659,5.2979161875,4.938070554126473,-0.35984563337352693,0.0625,0.1,False,0.0,16,933,31
130,Motesanib,1029,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,FLT1;FLT4;KDR;KIT;PDGFR;RET,RTK signaling,indication_expansion,screened_selectivity_candidate,0.3083760683760684,-5.542142778635025,5.542142778635025,6.11823075,5.459560687031082,-0.658670062968918,0.0,0.9500000000000001,False,0.0,16,933,31
131,PFI-1,2173,COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)CN(C)C(=O)N2,BRD4,Chromatin other,screened_candidate,broad_cytotoxic_downweighted,0.30769230769230765,-3.813269779086113,3.813269779086113,3.9164146875,4.055185905376344,0.13877121787634428,0.375,0.0,True,0.2,16,930,31
132,Methotrexate,1008,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,ANTIMETABOLITE;ATIC;DHFR;SLC19A1;SLC46A1;TYMS,DNA replication,indication_expansion,broad_cytotoxic_downweighted,0.3076068376068376,-0.4329847227782011,0.4329847227782011,0.419389,0.35075573294797685,-0.06863326705202316,0.875,0.1,True,0.4,16,865,31
133,SB216763,1025,Cn1cc(C2=C(c3ccc(Cl)cc3Cl)C(=O)NC2=O)c2ccccc21,GSK3A;GSK3B,WNT signaling,screened_candidate,screened_selectivity_candidate,0.3034188034188034,-4.828492641448975,4.828492641448975,5.4153991875,5.1691878755319145,-0.24621131196808577,0.0625,0.0,False,0.0,16,940,31
134,XAV939,1268,O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,TNKS1;TNKS2,WNT signaling,screened_candidate,screened_selectivity_candidate,0.30128205128205127,-4.563137429101126,4.563137429101126,4.674616357142858,4.263484949943117,-0.41113140719974073,0.14285714285714285,0.0,False,0.0,14,879,31
135,CCT-018159,1170,CCc1cc(-c2[nH]nc(C)c2-c2ccc3c(c2)OCCO3)c(O)cc1O,HSP90;HSP90AA1;HSP90AB1,Protein stability and degradation,screened_candidate,broad_cytotoxic_downweighted,0.29957264957264956,-1.767006516456604,1.767006516456604,4.0369965,3.6061267847533633,-0.43086971524663653,0.5,0.0,True,0.2,2,223,24
136,MIM1,1996,Cc1csc(=NC2CCCCC2)n1N=Cc1ccc(O)c(O)c1O,MCL1,Apoptosis regulation,screened_candidate,broad_cytotoxic_downweighted,0.29786324786324786,-3.8881977115358626,3.8881977115358626,3.8537772857142856,3.9506678792866943,0.0968905935724087,0.42857142857142855,0.0,True,0.2,14,729,30
137,Tanespimycin,1026,C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,HSP90;HSP90AA1;HSP90AB1,Protein stability and degradation,indication_expansion,broad_cytotoxic_downweighted,0.29692307692307696,-0.05598738882690668,0.05598738882690668,0.1424551875,-0.08517369989281887,-0.22762888739281886,1.0,0.1,True,0.4,16,933,31
138,GDC0810,1925,CCC(=C(c1ccc(C=CC(=O)O)cc1)c1ccc2[nH]ncc2c1)c1ccc(F)cc1Cl,ESR1;ESR2,Hormone-related,screened_candidate,screened_selectivity_candidate,0.2923076923076923,-4.666187733411789,4.666187733411789,5.4179055,5.075169654989383,-0.3427358450106164,0.0,0.0,False,0.0,16,942,31
139,MK-1775,1179,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,PLK1;WEE1,Cell cycle,indication_expansion,screened_selectivity_candidate,0.2922222222222222,-1.7883269637823105,1.7883269637823105,1.4299555,0.6232355804416404,-0.8067199195583595,0.875,0.1,False,0.2,16,951,31
140,Dacarbazine,1815,CN(C)/N=N/c1[nH]cnc1C(N)=O,CP11A;PGD;POLA2,Other,indication_expansion,screened_selectivity_candidate,0.2888034188034188,-5.336875398953755,5.336875398953755,5.7546575833333335,5.591555767375887,-0.16310181595744666,0.0,0.1,False,0.0,12,705,30
141,THR-101,2360,Cc1ccccc1-n1sc2cc(F)ccc2c1=O,,PI3K/MTOR signaling,screened_candidate,screened_selectivity_candidate,0.2877777777777778,-5.348385197775705,5.348385197775705,5.471106928571428,5.114290854951186,-0.3568160736202426,0.07142857142857142,0.3,False,0.0,14,717,30
142,Linsitinib,1510,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,IGF1R;INSR,IGF1R signaling,screened_candidate,screened_selectivity_candidate,0.28760683760683764,-4.303608804941177,4.303608804941177,4.5363475,3.952391992631579,-0.5839555073684206,0.3125,0.0,False,0.0,16,950,31
143,N-acetyl cysteine,2499,CC(=O)N[C@@H](CS)C(=O)O,,Metabolism,screened_candidate,screened_selectivity_candidate,0.2860683760683761,-9.255399772099086,9.255399772099086,10.218580428571428,9.98628627184466,-0.232294156726768,0.0,0.3,False,0.0,14,721,30
144,Venetoclax,1909,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,BCL2,Apoptosis regulation,screened_candidate,broad_cytotoxic_downweighted,0.28247863247863253,-2.5194634795188904,2.5194634795188904,2.5894725000000003,1.970373195329087,-0.6190993046709132,0.875,0.0,True,0.2,16,942,31
145,Sapitinib,1549,CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,EGFR;ERBB2;ERBB3,EGFR signaling,screened_candidate,screened_selectivity_candidate,0.281965811965812,-4.692241340875626,4.692241340875626,5.2321559375,3.686997696842105,-1.5451582406578948,0.0,0.8500000000000001,False,0.0,16,950,31
146,MK-8776,2046,Cn1cc(-c2cnn3c(N)c(Br)c([C@@H]4CCCNC4)nc23)cn1,CDK2;CHEK1;CHEK2,Cell cycle,screened_candidate,screened_selectivity_candidate,0.2799145299145299,-3.961159408092499,3.961159408092499,3.8981931875,3.029329192307692,-0.8688639951923078,0.375,0.0,False,0.0,16,936,31
147,MIRA-1,1931,CCC(=O)OCN1C(=O)C=CC1=O,TP53,P53 pathway,screened_candidate,screened_selectivity_candidate,0.277948717948718,-5.392694026231766,5.392694026231766,5.761296,5.220930394736842,-0.5403656052631574,0.0,0.55,False,0.0,16,950,31
148,Teniposide,1809,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,TOP2A;TOP2B,DNA replication,screened_candidate,broad_cytotoxic_downweighted,0.27179487179487183,-0.3736666503051917,0.3736666503051917,0.6535259166666667,0.46987662127659574,-0.18364929539007097,0.9166666666666666,0.0,True,0.4,12,705,30
149,Rucaparib,1175,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,PARP1;PARP2;PARP3,Genome integrity,screened_candidate,screened_selectivity_candidate,0.2623931623931624,-4.615108072757721,4.615108072757721,4.558628625,3.9731302575107295,-0.5854983674892704,0.25,0.0,False,0.0,16,932,31
150,ZM447439,1050,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,AURKA;AURKB,Mitosis,screened_candidate,broad_cytotoxic_downweighted,0.261965811965812,-3.039199858903885,3.039199858903885,3.0619728125,2.568132895474138,-0.4938399170258623,0.6875,0.0,True,0.2,16,928,31
151,LJI308,2107,Oc1c(F)cc(-c2cnccc2-c2ccc(N3CCOCC3)cc2)cc1F,RSK1;RSK2;RSK3,PI3K/MTOR signaling,screened_candidate,screened_selectivity_candidate,0.26,-5.168995730082194,5.168995730082194,5.475030333333334,4.963584925452609,-0.5114454078807249,0.0,0.3,False,0.0,15,939,31
152,CPI-637,2158,CC1CC(=O)Nc2cccc(-c3ccc4c(c3)c(-c3cnn(C)c3)nn4C)c2N1,EP300,Chromatin histone methylation,screened_candidate,broad_cytotoxic_downweighted,0.25914529914529916,-4.187892096383231,4.187892096383231,4.384301214285714,4.144811643741403,-0.2394895705443112,0.21428571428571427,0.3,True,0.2,14,727,30
153,Vinorelbine,2048,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,BCL2;MAP4;MAPK1;TUBB,Mitosis,indication_expansion,broad_cytotoxic_downweighted,0.25735042735042735,2.2981163382530214,-2.2981163382530214,-2.1110966,-3.01405294261424,-0.9029563426142397,1.0,0.65,True,0.4,15,941,31
154,HKMTI-1-005,2010,COc1cc2nc(N3CCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,,Unclassified,screened_candidate,screened_selectivity_candidate,0.2564102564102564,-4.273188097136361,4.273188097136361,4.4600365,3.757439954607978,-0.702596545392022,0.42857142857142855,0.0,False,0.0,14,727,30
155,RO-3306,1052,O=C1NC(=NCc2cccs2)SC1=Cc1ccc2ncccc2c1,CDK1,Cell cycle,screened_candidate,screened_selectivity_candidate,0.2551282051282051,-4.121966406702995,4.121966406702995,4.3044021875,3.4921556400425984,-0.8122465474574017,0.4375,0.0,False,0.0,16,939,31
156,BI-2536,1086,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,PLK1;PLK2;PLK3,Cell cycle,screened_candidate,screened_selectivity_candidate,0.25470085470085474,-0.40331645542755723,0.40331645542755723,0.19912331249999998,-1.1785464983461962,-1.3776698108461962,0.8125,0.0,False,0.2,16,907,31
157,CZC24832,1615,CC(C)(C)NS(=O)(=O)c1cncc(-c2cc(F)c3nc(N)nn3c2)c1,PI3KGAMMA,PI3K/MTOR signaling,screened_candidate,screened_selectivity_candidate,0.2523076923076923,-5.098524877003261,5.098524877003261,5.646360571428572,5.122372445454546,-0.523988125974026,0.0,0.3,False,0.0,14,880,31
158,NVP-ADW742,1932,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2C1CC(CN2CCCC2)C1,IGF1R,IGF1R signaling,screened_candidate,screened_selectivity_candidate,0.25213675213675213,-3.839896872639656,3.839896872639656,4.0007605,2.8631290615711253,-1.1376314384288748,0.5,0.0,False,0.0,16,942,31
159,Doramapimod,1042,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,HCK;JNK2;MAPK14;P38,JNK and p38 signaling,screened_candidate,screened_selectivity_candidate,0.2504273504273504,-4.95188781619072,4.95188781619072,5.3505178125,4.9249847593184235,-0.4255330531815762,0.0625,0.0,False,0.0,16,939,31
160,Ruxolitinib,1507,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,JAK1;JAK2;JAK3;PLAUR;TYK2,Other kinases,screened_candidate,screened_selectivity_candidate,0.2493162393162393,-5.097331251416888,5.097331251416888,5.376157999999999,4.783670312217195,-0.5924876877828043,0.0,0.3,False,0.0,14,884,31
161,VE-822,1613,CNCc1ccc(-c2cc(-c3nc(-c4ccc(S(=O)(=O)C(C)C)cc4)cnc3N)on2)cc1,ATR,Genome integrity,screened_candidate,screened_selectivity_candidate,0.24914529914529915,-4.022652268409729,4.022652268409729,4.109689,3.112671851136364,-0.9970171488636366,0.42857142857142855,0.0,False,0.0,14,880,31
162,Niraparib,1177,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,PARP1;PARP2,Genome integrity,screened_candidate,screened_selectivity_candidate,0.24358974358974358,-4.5583745411464145,4.5583745411464145,4.7442942142857145,4.100863756818182,-0.6434304574675327,0.14285714285714285,0.0,False,0.0,14,880,31
163,LGK974,1598,Cc1cc(-c2ncc(CC(=O)Nc3ccc(-c4cnccn4)cn3)cc2C)ccn1,PORCN,WNT signaling,screened_candidate,screened_selectivity_candidate,0.23931623931623933,-4.451825171709061,4.451825171709061,4.882689625,4.224476790084388,-0.658212834915612,0.125,0.0,False,0.0,16,948,31
164,JNK Inhibitor VIII,1043,CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,JNK,JNK and p38 signaling,screened_candidate,screened_selectivity_candidate,0.23247863247863246,-5.086497187614441,5.086497187614441,5.486513875,5.08303930620985,-0.4034745687901502,0.0625,0.0,False,0.0,16,934,31
165,Entinostat,1593,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,HDAC1;HDAC3,Chromatin histone acetylation,screened_candidate,broad_cytotoxic_downweighted,0.22991452991452987,-2.5695189578192577,2.5695189578192577,2.7834644285714285,2.0185362613122173,-0.7649281672592112,0.7142857142857143,0.0,True,0.2,14,884,31
166,Dihydrorotenone,1827,COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)CC(C(C)C)O4,,Unclassified,screened_candidate,screened_selectivity_candidate,0.22863247863247865,-2.195037623246511,2.195037623246511,1.738179,0.7690999416785207,-0.9690790583214792,0.9166666666666666,0.0,False,0.2,12,703,30
167,Schweinfurthin A,1845,CC(C)=CCC/C(C)=C/Cc1c(O)cc(/C=C/c2cc(O)c3c(c2)C[C@@H]2C(C)(C)[C@H](O)[C@H](O)C[C@@]2(C)O3)cc1O,,Unclassified,screened_candidate,screened_selectivity_candidate,0.2235042735042735,-2.3581995169321694,2.3581995169321694,2.02406925,1.0756140411931818,-0.9484552088068183,0.8333333333333334,0.0,False,0.2,12,704,30
